email_id,sender,receiver,subject,body,category,priority,source,text,clean_text
L210,deals@skywings.example,nupur@iris-mail.com,Seat Selection Now Free on Select Fares,"Hi Nupur,
 
 Seat selection is now included at no extra cost on select fare types. Check your upcoming bookings to see if this applies to you.
 
 SkyWings Airlines",Travel,LOW,Synthetic,"Seat Selection Now Free on Select Fares Hi Nupur,
 
 Seat selection is now included at no extra cost on select fare types. Check your upcoming bookings to see if this applies to you.
 
 SkyWings Airlines",seat selection free on select fare hi nupur seat selection included at no extra cost on select fare type check upcoming booking to see applies to skywings airline
L211,offers@stayhaven.example,nupur@iris-mail.com,New Properties Added This Month,"Hi Nupur,
 
 A few new properties have been added to our platform this month across popular destinations. Browse whenever you are planning your next trip.
 
 StayHaven Team",Travel,LOW,Synthetic,"New Properties Added This Month Hi Nupur,
 
 A few new properties have been added to our platform this month across popular destinations. Browse whenever you are planning your next trip.
 
 StayHaven Team",new property added month hi nupur new property added to platform month across popular destination browse whenever planning next trip stayhaven team
L212,updates@travelbuzz.example,nupur@iris-mail.com,Monsoon Travel Guide,"Hi Nupur,
 
 A short guide on traveling during the monsoon season, covering what to pack and destinations that are especially scenic this time of year. A read for whenever you are curious.
 
 Travel Buzz Team",Travel,LOW,Synthetic,"Monsoon Travel Guide Hi Nupur,
 
 A short guide on traveling during the monsoon season, covering what to pack and destinations that are especially scenic this time of year. A read for whenever you are curious.
 
 Travel Buzz Team",monsoon travel guide hi nupur short guide on traveling during monsoon season covering to pack destination especially scenic time year read whenever curious travel buzz team
L213,dispatch@ridenow.example,nupur@iris-mail.com,Referral Program Now Live,"Hi Nupur,
 
 Our new referral program lets you earn ride credits when friends sign up using your code. Entirely optional to use whenever it suits you.
 
 RideNow Team",Travel,LOW,Synthetic,"Referral Program Now Live Hi Nupur,
 
 Our new referral program lets you earn ride credits when friends sign up using your code. Entirely optional to use whenever it suits you.
 
 RideNow Team",referral program live hi nupur new referral program let earn ride credit friend sign using code entirely optional to use whenever suit ridenow team
L214,visaservices@globalvisa.example,nupur@iris-mail.com,General Update on Processing Times,"Hi Nupur,
 
 A general update that visa processing times have improved slightly across most categories this quarter. Just sharing for your general awareness.
 
 Visa Services Team",Travel,LOW,Synthetic,"General Update on Processing Times Hi Nupur,
 
 A general update that visa processing times have improved slightly across most categories this quarter. Just sharing for your general awareness.
 
 Visa Services Team",general update on processing time hi nupur general update visa processing time improved slightly across category quarter sharing general awareness visa service team
L215,updates@travelbuzz.example,nupur@iris-mail.com,Airport Lounge Access Guide,"Hi Nupur,
 
 A short guide on airport lounge access options for frequent travelers, covering a few common membership programs. A read for whenever you have time.
 
 Travel Buzz Team",Travel,LOW,Synthetic,"Airport Lounge Access Guide Hi Nupur,
 
 A short guide on airport lounge access options for frequent travelers, covering a few common membership programs. A read for whenever you have time.
 
 Travel Buzz Team",airport lounge access guide hi nupur short guide on airport lounge access option frequent traveler covering common membership program read whenever time travel buzz team
L216,community@greenmeadows.example,nupur@iris-mail.com,This Month's Society Newsletter,"Dear Residents,
 
 Here is this month's society newsletter covering general updates and a few resident spotlights. A light read whenever you have some free time.
 
 Green Meadows Society",Community,LOW,Synthetic,"This Month's Society Newsletter Dear Residents,
 
 Here is this month's society newsletter covering general updates and a few resident spotlights. A light read whenever you have some free time.
 
 Green Meadows Society",month society newsletter dear resident month society newsletter covering general update resident spotlight light read whenever free time green meadow society
L217,alumni@nirmaya.edu,nupur@iris-mail.com,Alumni Spotlight This Month,"Dear Students,
 
 This month's alumni spotlight features a graduate working in an interesting field abroad. A nice read if you enjoy hearing about career journeys.
 
 Alumni Relations, Nirmaya Institute",Community,LOW,Synthetic,"Alumni Spotlight This Month Dear Students,
 
 This month's alumni spotlight features a graduate working in an interesting field abroad. A nice read if you enjoy hearing about career journeys.
 
 Alumni Relations, Nirmaya Institute",alumnus spotlight month dear student month alumnus spotlight feature graduate working interesting field abroad nice read enjoy hearing career journey alumnus relation nirmaya institute
L218,community@greenmeadows.example,nupur@iris-mail.com,Photo Highlights From Last Weekend,"Dear Residents,
 
 Sharing a few photo highlights from last weekend's community gathering for anyone who wants to relive the memories.
 
 Green Meadows Society",Community,LOW,Synthetic,"Photo Highlights From Last Weekend Dear Residents,
 
 Sharing a few photo highlights from last weekend's community gathering for anyone who wants to relive the memories.
 
 Green Meadows Society",photo highlight from last weekend dear resident sharing photo highlight from last weekend community gathering anyone want to relive memory green meadow society
L219,bookclub@nirmaya.edu,nupur@iris-mail.com,Member Spotlight This Month,"Dear Members,
 
 This month we are spotlighting a long standing book club member and their favorite reads over the years. A fun little read for club members.
 
 Book Club, Nirmaya Institute",Community,LOW,Synthetic,"Member Spotlight This Month Dear Members,
 
 This month we are spotlighting a long standing book club member and their favorite reads over the years. A fun little read for club members.
 
 Book Club, Nirmaya Institute",member spotlight month dear member month spotlighting long standing book club member favorite read over year fun little read club member book club nirmaya institute
L220,photoclub@nirmaya.edu,nupur@iris-mail.com,Best Photos From the Recent Walk,"Dear Members,
 
 Sharing a few of the best photos submitted from the recent campus photo walk. Take a look whenever you get a chance.
 
 Photography Club, Nirmaya Institute",Community,LOW,Synthetic,"Best Photos From the Recent Walk Dear Members,
 
 Sharing a few of the best photos submitted from the recent campus photo walk. Take a look whenever you get a chance.
 
 Photography Club, Nirmaya Institute",best photo from recent walk dear member sharing best photo submitted from recent campus photo walk take look whenever get chance photography club nirmaya institute
L221,musicsociety@nirmaya.edu,nupur@iris-mail.com,Recap From the Music Society Jam,"Dear Students,
 
 A short recap of last week's informal jam session organized by the music society. A nice read if you attended or are curious what you missed.
 
 Music Society, Nirmaya Institute",Community,LOW,Synthetic,"Recap From the Music Society Jam Dear Students,
 
 A short recap of last week's informal jam session organized by the music society. A nice read if you attended or are curious what you missed.
 
 Music Society, Nirmaya Institute",recap from music society jam dear student short recap last week informal jam session organized by music society nice read attended curious missed music society nirmaya institute
L222,vikas.neighbor@gmail.example,nupur@iris-mail.com,General Update on the Garden Project,"Hi Nupur,
 
 Just a small update on the community garden project, things are coming along slowly. Nothing needed from residents right now, just sharing progress.
 
 Vikas",Community,LOW,Synthetic,"General Update on the Garden Project Hi Nupur,
 
 Just a small update on the community garden project, things are coming along slowly. Nothing needed from residents right now, just sharing progress.
 
 Vikas",general update on garden project hi nupur small update on community garden project thing coming along slowly nothing needed from resident right sharing progress vikas
L223,community@greenmeadows.example,nupur@iris-mail.com,New Resident Welcome Note,"Dear Residents,
 
 A quick note welcoming the new families who moved in this month. Feel free to say hello if you see them around the building.
 
 Green Meadows Society",Community,LOW,Synthetic,"New Resident Welcome Note Dear Residents,
 
 A quick note welcoming the new families who moved in this month. Feel free to say hello if you see them around the building.
 
 Green Meadows Society",new resident welcome note dear resident quick note welcoming new family moved month feel free to say hello see around building green meadow society
